,n_estimators,criterion,max_depth,min_samples_split,max_features,bootstrap,max_samples,random_state,n_jobs,rmspe_train,rmspe_val,algoritmo,tiempo_min
0,61,squared_error,13,91,0.39327914704593975,True,0.7753952103513146,42,-1,0.3510354825374475,0.37285422796889706,RandomForestRegressor,0.0
0,56,poisson,6,81,0.46174989622863827,True,0.7212823450553849,42,-1,0.35187321875329963,0.37373874588838696,RandomForestRegressor,0.0
0,74,squared_error,15,87,0.6218930630547659,True,0.41546911736571657,42,-1,0.355765371093843,0.37782600607852235,RandomForestRegressor,0.0
0,63,poisson,10,81,0.41410066420307334,True,0.6243323956915219,42,-1,0.3518843983833225,0.3737505377396552,RandomForestRegressor,0.0
0,50,friedman_mse,9,67,0.2166548327352888,True,0.25014518394829205,42,-1,0.33951560265243247,0.3604703100734434,RandomForestRegressor,0.0
0,52,squared_error,7,88,0.5110203682247461,True,0.2617614005472663,42,-1,0.3420761346403371,0.3632645176175717,RandomForestRegressor,0.0
0,73,poisson,14,69,0.2705891309151816,True,0.2908331730112671,42,-1,0.35202454430029345,0.373898331728702,RandomForestRegressor,0.0
0,70,friedman_mse,13,88,0.47848684451429097,True,0.4972659625286922,42,-1,0.35292978168974554,0.3748517989465561,RandomForestRegressor,0.0
0,75,poisson,6,83,0.7660832139775617,True,0.422573948747925,42,-1,0.35446893743284125,0.376468464046295,RandomForestRegressor,0.0
0,76,poisson,6,86,0.20316814730342483,True,0.5902504531066307,42,-1,0.3534844838198562,0.37543507451651353,RandomForestRegressor,0.0
0,66,friedman_mse,10,82,0.4318469869745834,True,0.3988092801078028,42,-1,0.3557389888715548,0.3777984170072202,RandomForestRegressor,0.0
0,76,poisson,12,68,0.7733952908810255,True,0.5536670726354636,42,-1,0.3536050413094377,0.375561745634383,RandomForestRegressor,0.0
0,58,poisson,8,93,0.40494653031835465,True,0.2967262693574606,42,-1,0.3487722824682215,0.3704552996797171,RandomForestRegressor,0.0
0,61,squared_error,6,77,0.7991875180792873,True,0.5742498346510064,42,-1,0.35318162585434126,0.37511670681877035,RandomForestRegressor,0.0
0,56,poisson,12,93,0.4708711569158012,True,0.2514807241315622,42,-1,0.3444660313996061,0.3658486485780468,RandomForestRegressor,0.0
0,51,squared_error,10,87,0.663000314940933,True,0.7356615959856763,42,-1,0.34949584383704135,0.37122378929899263,RandomForestRegressor,0.0
0,62,squared_error,13,80,0.784769169819789,True,0.4887681152439803,42,-1,0.35281096870259476,0.3747267699146759,RandomForestRegressor,0.0
0,51,poisson,5,67,0.44776659944906644,True,0.23345121796438173,42,-1,0.3388565551733281,0.35974636499332296,RandomForestRegressor,0.0
0,79,squared_error,11,89,0.6438618128623279,True,0.31683087460706305,42,-1,0.3499240207600725,0.3716778625697816,RandomForestRegressor,0.0
0,75,friedman_mse,13,60,0.43781865281219523,True,0.5417405661580652,42,-1,0.3536631275070302,0.37562276528645916,RandomForestRegressor,0.0
0,68,squared_error,14,65,0.2703700795681926,True,0.37530623834430554,42,-1,0.35319397330890195,0.37512969086062015,RandomForestRegressor,0.0
0,54,friedman_mse,5,93,0.4655127466041661,True,0.7663801829805486,42,-1,0.350737892278658,0.3725395822084834,RandomForestRegressor,0.0
0,65,friedman_mse,11,64,0.5136587284825596,True,0.6731640771542771,42,-1,0.3305044811945317,0.35042232195769707,RandomForestRegressor,0.0
0,67,squared_error,8,93,0.38185357489689936,True,0.6625352227189898,42,-1,0.35262903986884025,0.3745352566597013,RandomForestRegressor,0.0
0,52,squared_error,8,74,0.5157883225247338,True,0.5085818659836019,42,-1,0.3519027029143682,0.3737698439884883,RandomForestRegressor,0.0
0,67,squared_error,5,61,0.21742842347315308,True,0.7056525387779395,42,-1,0.3074135841454351,0.32147518097572364,RandomForestRegressor,0.0
0,70,friedman_mse,9,71,0.43522644036882735,True,0.5851107151343402,42,-1,0.35311597778664955,0.37504766807959894,RandomForestRegressor,0.0
0,66,friedman_mse,15,82,0.42025823883231894,True,0.5727551222659051,42,-1,0.35262662805146816,0.3745327172414616,RandomForestRegressor,0.0
0,57,squared_error,13,66,0.390538875816428,True,0.7265659104645603,42,-1,0.3171222515638883,0.33353396570790633,RandomForestRegressor,0.0
0,78,squared_error,7,67,0.27276500401007253,True,0.29223265329586046,42,-1,0.3514394984178395,0.37328102979773703,RandomForestRegressor,0.0
0,77,squared_error,6,78,0.30621062773309105,True,0.2857594523975109,42,-1,0.3501796210602191,0.3719486820019181,RandomForestRegressor,0.0
0,57,friedman_mse,15,80,0.4861394189398093,True,0.5476110558163667,42,-1,0.35241687296736757,0.37431181031015287,RandomForestRegressor,0.0
0,69,friedman_mse,13,89,0.7982640526312592,True,0.5672915173152893,42,-1,0.3534540701246974,0.3754031131015721,RandomForestRegressor,0.0
0,74,squared_error,7,90,0.3644539913342393,True,0.5936917880113373,42,-1,0.353885760969324,0.375856569206205,RandomForestRegressor,0.0
0,61,friedman_mse,6,95,0.674346802216965,True,0.5886031205924294,42,-1,0.352811704168555,0.3747275439636146,RandomForestRegressor,0.0
0,78,squared_error,14,75,0.6501467336311979,True,0.3119767803193366,42,-1,0.3502018053510734,0.37197217884048417,RandomForestRegressor,0.0
0,72,squared_error,7,93,0.4067192690608121,True,0.40964037793012253,42,-1,0.356102233312981,0.3781781467730186,RandomForestRegressor,0.0
0,53,squared_error,6,85,0.501842269961863,True,0.7485013723991407,42,-1,0.3511804042968999,0.37300737169464343,RandomForestRegressor,0.0
0,69,poisson,11,83,0.40497663769155834,True,0.5932816933859993,42,-1,0.35311681477307316,0.3750485483605123,RandomForestRegressor,0.0
0,69,poisson,9,67,0.3493276485738004,True,0.6289389900247588,42,-1,0.35289833579667235,0.37481871118705107,RandomForestRegressor,0.0
0,62,poisson,7,94,0.3752943726817637,True,0.7997367167172371,42,-1,0.3513043716081065,0.37313832894103505,RandomForestRegressor,0.0
0,59,friedman_mse,11,79,0.6919803850586729,True,0.6012324124742957,42,-1,0.35051479084232173,0.3723035411382488,RandomForestRegressor,0.0
0,61,friedman_mse,13,82,0.5006472958703715,True,0.671052213477082,42,-1,0.3528605001948332,0.37477889693451255,RandomForestRegressor,0.0
0,63,squared_error,11,67,0.3480496302997633,True,0.6138352663691045,42,-1,0.35199993669812935,0.3738723847988516,RandomForestRegressor,0.0
0,61,friedman_mse,8,71,0.5397177998459528,True,0.7831556256996384,42,-1,0.33686178181126974,0.3575420010298376,RandomForestRegressor,0.0
0,75,friedman_mse,11,75,0.5504367312401777,True,0.7802465564593337,42,-1,0.35111023942826947,0.37293323292178465,RandomForestRegressor,0.0
0,80,poisson,11,93,0.5856043439257532,True,0.21441692897461684,42,-1,0.3496110441040618,0.3713460067957226,RandomForestRegressor,0.0
0,76,squared_error,11,83,0.2997571143951376,True,0.7809480656187968,42,-1,0.35310637747238016,0.3750375710535867,RandomForestRegressor,0.0
0,66,friedman_mse,12,94,0.7078266220970353,True,0.43041267464511457,42,-1,0.35413017395670576,0.3761131131603148,RandomForestRegressor,0.0
0,68,poisson,12,82,0.3180290783632926,True,0.47209712649119445,42,-1,0.35306828869992796,0.37499750942857857,RandomForestRegressor,0.0
0,74,friedman_mse,6,76,0.31664243214902993,True,0.36409750816158704,42,-1,0.3528306587334715,0.37474749244453753,RandomForestRegressor,0.0
0,71,friedman_mse,13,62,0.7361908871173155,True,0.5508863862859947,42,-1,0.3539303765827798,0.37590340952090323,RandomForestRegressor,0.0
0,78,poisson,9,84,0.34384310161151677,True,0.48521701545739643,42,-1,0.3535384615063983,0.37549179370517527,RandomForestRegressor,0.0
0,76,friedman_mse,7,88,0.6543190955653564,True,0.734065580778696,42,-1,0.3530030133228846,0.3749288449519405,RandomForestRegressor,0.0
0,74,squared_error,11,79,0.726831410369237,True,0.6279125433745942,42,-1,0.35382316403216185,0.3757908431719245,RandomForestRegressor,0.0
0,63,poisson,5,78,0.6650344092735535,True,0.4585635005777004,42,-1,0.35344412603630637,0.37539266249623837,RandomForestRegressor,0.0
0,75,poisson,8,86,0.3575765152688233,True,0.253889366473137,42,-1,0.3477213683396521,0.3693364319966282,RandomForestRegressor,0.0
0,54,friedman_mse,15,60,0.6396867893000412,True,0.3312623323690747,42,-1,0.3459370506132126,0.36742900315489035,RandomForestRegressor,0.0
0,77,squared_error,13,63,0.22317910231934324,True,0.7252105387147318,42,-1,0.3043201260377357,0.320066041789485,RandomForestRegressor,0.0
0,76,poisson,7,62,0.5361692624675481,True,0.5377455637540969,42,-1,0.3540486755878889,0.37602758508197104,RandomForestRegressor,0.0
0,52,poisson,14,63,0.624625865706426,True,0.4071354282511339,42,-1,0.35245879247066186,0.37435596713338715,RandomForestRegressor,0.0
0,69,squared_error,7,95,0.733137743350438,True,0.3419643099740836,42,-1,0.35288974753815316,0.3748096741001154,RandomForestRegressor,0.0
0,77,poisson,10,83,0.5804023136876679,True,0.51315757463541,42,-1,0.3543803539726409,0.3763755683725543,RandomForestRegressor,0.0
0,51,squared_error,9,68,0.5701347792390732,True,0.597887271605068,42,-1,0.34853752941758254,0.37020564848314225,RandomForestRegressor,0.0
0,76,poisson,15,66,0.6372128742426497,True,0.6952384706232293,42,-1,0.3409767185591222,0.36165303229520684,RandomForestRegressor,0.0
0,73,squared_error,6,73,0.5856932903848887,True,0.4059281453218012,42,-1,0.35621342146985024,0.3782943247997771,RandomForestRegressor,0.0
0,69,poisson,12,85,0.39626975014014465,True,0.4635501451335057,42,-1,0.3529864109410924,0.37491137894239956,RandomForestRegressor,0.0
0,64,squared_error,5,82,0.5112258744335993,True,0.5059076375738705,42,-1,0.3549276894302891,0.376949264980609,RandomForestRegressor,0.0
0,78,friedman_mse,13,68,0.2057296990038322,True,0.41865892781460734,42,-1,0.35550818645439747,0.37755699244535085,RandomForestRegressor,0.0
0,55,poisson,9,65,0.2095608123926781,True,0.4650393354098034,42,-1,0.3510551230200362,0.3728749859318335,RandomForestRegressor,0.0
0,72,squared_error,12,77,0.625199282750432,True,0.7080044106915588,42,-1,0.35289574660622014,0.37481598670242733,RandomForestRegressor,0.0
0,58,poisson,5,73,0.30010571550342907,True,0.3735394471093887,42,-1,0.3522389125153492,0.3741243035540053,RandomForestRegressor,0.0
0,61,poisson,14,81,0.7734928288041807,True,0.6346684237219422,42,-1,0.35256313551779594,0.37446586043064956,RandomForestRegressor,0.0
0,80,squared_error,8,73,0.6827807825279247,True,0.23953639246296277,42,-1,0.3488055936099945,0.370490711951983,RandomForestRegressor,0.0
0,75,friedman_mse,12,85,0.5131214835757554,True,0.6889912286176096,42,-1,0.3534762521005045,0.37542642410911387,RandomForestRegressor,0.0
0,70,squared_error,9,93,0.33917167496646355,True,0.7137082154132965,42,-1,0.3523562165625386,0.37424790890620857,RandomForestRegressor,0.0
0,54,poisson,8,72,0.5347439713537291,True,0.5486475140420222,42,-1,0.3516915691533726,0.37354710457028983,RandomForestRegressor,0.0
0,71,poisson,5,81,0.5432583787167351,True,0.2224569675252638,42,-1,0.346595887395755,0.3681344698682983,RandomForestRegressor,0.0
0,73,friedman_mse,14,79,0.7354376866715171,True,0.40639850465599786,42,-1,0.35621342146985024,0.3782943247997771,RandomForestRegressor,0.0
0,80,poisson,11,74,0.5916569729924901,True,0.2397626984709979,42,-1,0.3488055936099945,0.370490711951983,RandomForestRegressor,0.0
0,51,squared_error,7,67,0.38026329014122184,True,0.25071096144432636,42,-1,0.3411031895951491,0.3622060928023175,RandomForestRegressor,0.0
0,74,squared_error,11,70,0.46215926930997275,True,0.6378358011966391,42,-1,0.3538912229949933,0.37586230383657676,RandomForestRegressor,0.0
0,52,poisson,7,79,0.7945677408053444,True,0.7300388403900806,42,-1,0.35056812524240716,0.3723599808979314,RandomForestRegressor,0.0
0,73,friedman_mse,8,61,0.5831597432961164,True,0.7482641823391032,42,-1,0.31973175360851047,0.32580666092794874,RandomForestRegressor,0.0
0,64,friedman_mse,7,93,0.7887311780179158,True,0.7705462019189901,42,-1,0.35138943856858323,0.37322816949569365,RandomForestRegressor,0.0
0,70,poisson,9,80,0.38931247487803533,True,0.4992502368070598,42,-1,0.35292978168974554,0.3748517989465561,RandomForestRegressor,0.0
0,79,friedman_mse,9,75,0.7072733676802854,True,0.46971118644655346,42,-1,0.35281447878025574,0.37473046412129385,RandomForestRegressor,0.0
0,50,poisson,5,85,0.43619996356119195,True,0.2900813981319025,42,-1,0.3429722604359883,0.36423600781327903,RandomForestRegressor,0.0
0,72,squared_error,7,68,0.49419656428520936,True,0.2903109298010779,42,-1,0.3513519492472739,0.37318857872867023,RandomForestRegressor,0.0
0,68,squared_error,13,63,0.49430162759095275,True,0.5173450555562862,42,-1,0.3545721018686105,0.37657662809635306,RandomForestRegressor,0.0
0,66,friedman_mse,11,91,0.2546528450924918,True,0.3541868739219197,42,-1,0.35236533647560275,0.37425751729594314,RandomForestRegressor,0.0
0,71,poisson,10,78,0.34044065683759694,True,0.5105488826813398,42,-1,0.35450826227868415,0.3765096975129961,RandomForestRegressor,0.0
0,64,squared_error,10,84,0.5208069910532516,True,0.5148873555503353,42,-1,0.3556778725938783,0.3777344992131532,RandomForestRegressor,0.0
0,71,poisson,6,61,0.28400948120631464,True,0.6827085964014099,42,-1,0.3137363300441237,0.32787416918912027,RandomForestRegressor,0.0
0,63,friedman_mse,5,72,0.2757474972088857,True,0.23373631691548452,42,-1,0.34562090259276546,0.36708997531827986,RandomForestRegressor,0.0
0,70,poisson,14,67,0.6092755038716364,True,0.5532770327811041,42,-1,0.35296924694510406,0.3748933214078856,RandomForestRegressor,0.0
0,65,squared_error,9,72,0.43636694448453095,True,0.7652219420976092,42,-1,0.3456442746063248,0.36706711504916223,RandomForestRegressor,0.0
0,57,friedman_mse,13,76,0.5404176482374565,True,0.33703469003982733,42,-1,0.34849579760006594,0.3701612514949951,RandomForestRegressor,0.0
0,64,friedman_mse,15,94,0.45785654776184137,True,0.7785299707882658,42,-1,0.35106400712310726,0.3728843751816498,RandomForestRegressor,0.0
0,72,poisson,5,82,0.2180750236367929,True,0.4104698088273485,42,-1,0.356102233312981,0.3781781467730186,RandomForestRegressor,0.0
0,71,poisson,6,62,0.25872286500175606,True,0.42435048391664815,42,-1,0.3556050255647953,0.37765830239704634,RandomForestRegressor,0.0
0,53,poisson,13,84,0.36810654122627584,True,0.47921285523890894,42,-1,0.3497901960846387,0.3715359984460086,RandomForestRegressor,0.0
0,69,friedman_mse,9,85,0.6508222139890503,True,0.649158931743543,42,-1,0.3530881390632824,0.3750183883980665,RandomForestRegressor,0.0
0,61,poisson,12,85,0.6870036587970261,True,0.7664665528783174,42,-1,0.35137546614188886,0.37321341427371835,RandomForestRegressor,0.0
0,51,squared_error,8,73,0.2871600777680453,True,0.4435060995945892,42,-1,0.3485909908581806,0.3702625167931712,RandomForestRegressor,0.0
0,66,squared_error,11,75,0.5435326432282213,True,0.42055347495888995,42,-1,0.3554645607491367,0.3775113459821716,RandomForestRegressor,0.0
0,69,poisson,6,78,0.25813514731647036,True,0.659813339372507,42,-1,0.3532377117141345,0.37517568132765894,RandomForestRegressor,0.0
0,55,friedman_mse,11,63,0.5198525253026942,True,0.5062866145296596,42,-1,0.35282699147345775,0.3747436329531141,RandomForestRegressor,0.0
0,75,friedman_mse,9,70,0.22681343151102218,True,0.21452584928347426,42,-1,0.34892716551027136,0.37061992507498914,RandomForestRegressor,0.0
0,71,friedman_mse,9,90,0.7618356174236209,True,0.74640894491491,42,-1,0.3541087617688645,0.3760906437195259,RandomForestRegressor,0.0
0,61,squared_error,5,67,0.37965862803321193,True,0.5467356669742249,42,-1,0.35364465228245023,0.37560335788739235,RandomForestRegressor,0.0
0,76,friedman_mse,12,92,0.431644737341492,True,0.5983715709690348,42,-1,0.3525555201990736,0.37445784093754253,RandomForestRegressor,0.0
0,73,friedman_mse,5,69,0.5815315317840153,True,0.2131242512326913,42,-1,0.3494746824961763,0.37120133493374535,RandomForestRegressor,0.0
0,57,friedman_mse,11,74,0.6481211682970784,True,0.3508255818620618,42,-1,0.34983832322283476,0.3715870224574156,RandomForestRegressor,0.0
0,58,squared_error,12,60,0.49020869641713927,True,0.6387089876038101,42,-1,0.318740780957291,0.33661583386745875,RandomForestRegressor,0.0
0,69,squared_error,5,95,0.3402343579453544,True,0.2685965724845672,42,-1,0.3491060010942235,0.37080992435478316,RandomForestRegressor,0.0
0,73,friedman_mse,12,76,0.29083654501415385,True,0.7091973596027026,42,-1,0.35290145710791265,0.3748219955761186,RandomForestRegressor,0.0
0,58,poisson,13,68,0.6684180052079004,True,0.5157189475268301,42,-1,0.3549246138684335,0.37694604316652136,RandomForestRegressor,0.0
0,66,squared_error,13,92,0.536858267437833,True,0.5415645415325372,42,-1,0.35327338159666005,0.3752131844590842,RandomForestRegressor,0.0
0,73,poisson,10,69,0.6399559837609117,True,0.6216565065553733,42,-1,0.3532860014667785,0.3752264522016127,RandomForestRegressor,0.0
0,58,friedman_mse,13,95,0.7457576493183953,True,0.43728117523555377,42,-1,0.3537414515538343,0.37570503234422503,RandomForestRegressor,0.0
0,66,friedman_mse,7,91,0.6316188190353913,True,0.23327196431330816,42,-1,0.34577593399754863,0.36725626782815507,RandomForestRegressor,0.0
0,57,poisson,7,63,0.37825936051764325,True,0.6396722046302173,42,-1,0.34264602028901364,0.36398027361258684,RandomForestRegressor,0.0
0,73,squared_error,5,93,0.7261793427502636,True,0.6982668584664173,42,-1,0.3533051014048793,0.37524653196326874,RandomForestRegressor,0.0
0,53,poisson,15,72,0.704947755550388,True,0.684604619434303,42,-1,0.351220645793094,0.37304988657563376,RandomForestRegressor,0.0
0,75,friedman_mse,8,82,0.5400866320851506,True,0.20195495212259565,42,-1,0.3498854089308613,0.371636936196712,RandomForestRegressor,0.0
0,80,squared_error,12,92,0.44287229092295943,True,0.23243594436135892,42,-1,0.34740942908736056,0.3690036872463081,RandomForestRegressor,0.0
0,64,poisson,15,95,0.7202397474958571,True,0.7628015270385489,42,-1,0.35138943856858323,0.37322816949569365,RandomForestRegressor,0.0
0,75,squared_error,5,64,0.5890709865897148,True,0.4672981178940138,42,-1,0.35249676346594766,0.37439596098369843,RandomForestRegressor,0.0
0,56,poisson,9,72,0.5778555529325555,True,0.24458677328751505,42,-1,0.34532777185206986,0.3667753323939167,RandomForestRegressor,0.0
0,77,friedman_mse,10,78,0.20728114770246941,True,0.7148744626377761,42,-1,0.35315302481990773,0.3750866298282176,RandomForestRegressor,0.0
0,60,friedman_mse,15,66,0.29261670509490134,True,0.3910624648086559,42,-1,0.353680768507096,0.3756412956248599,RandomForestRegressor,0.0
0,79,friedman_mse,12,67,0.7783624090870247,True,0.22089514264905025,42,-1,0.34764610314016026,0.36925617388662674,RandomForestRegressor,0.0
0,52,poisson,9,66,0.2220049663271088,True,0.30496893580555506,42,-1,0.34401327889729094,0.3653607295537742,RandomForestRegressor,0.0
0,56,friedman_mse,13,65,0.3446624790183156,True,0.6764547641966847,42,-1,0.33498027363985217,0.35515970183231393,RandomForestRegressor,0.0
0,72,friedman_mse,11,65,0.3834039051539563,True,0.7191213302759727,42,-1,0.3222441555751589,0.34004799613127207,RandomForestRegressor,0.0
0,51,poisson,9,87,0.21966981260771995,True,0.41634609672522593,42,-1,0.3511848149072697,0.3730120316806775,RandomForestRegressor,0.0
0,67,poisson,6,72,0.7616958409345105,True,0.6441685858525172,42,-1,0.3522064801286988,0.37409012296190053,RandomForestRegressor,0.0
0,56,poisson,9,77,0.6652975419807088,True,0.49580473956598126,42,-1,0.3521167956670979,0.3739955906288533,RandomForestRegressor,0.0
0,59,poisson,12,79,0.7722054074174498,True,0.27733909072246804,42,-1,0.34542691658502406,0.36688178550329037,RandomForestRegressor,0.0
0,74,squared_error,13,67,0.35126873257153135,True,0.3859448950437323,42,-1,0.35384767394117195,0.3758165793661801,RandomForestRegressor,0.0
0,69,squared_error,13,76,0.4294407857614137,True,0.7000527317023826,42,-1,0.35298641094109234,0.3749113789423995,RandomForestRegressor,0.0
0,77,poisson,12,75,0.5352133892789002,True,0.6933155476179086,42,-1,0.35376203823055163,0.37572665302569963,RandomForestRegressor,0.0
0,76,poisson,12,85,0.24999998080335278,True,0.38346562740813755,42,-1,0.35340473375495585,0.37535126141673664,RandomForestRegressor,0.0
0,51,poisson,13,73,0.5978391444338386,True,0.3611621366721276,42,-1,0.3472178067438348,0.36879913658039504,RandomForestRegressor,0.0
0,66,squared_error,13,71,0.5294928343512668,True,0.37219070394043663,42,-1,0.3533207797408831,0.3752630139483045,RandomForestRegressor,0.0
0,72,poisson,8,66,0.3214595081593121,True,0.2523118925845652,42,-1,0.3481419416495143,0.36978459174244055,RandomForestRegressor,0.0
0,71,poisson,5,80,0.2878637106270094,True,0.24850631498081116,42,-1,0.34829055764218664,0.36994282995697536,RandomForestRegressor,0.0
0,77,poisson,15,86,0.4820083031310251,True,0.7932783673866333,42,-1,0.3538123316418468,0.3757794683683052,RandomForestRegressor,0.0
0,51,friedman_mse,15,81,0.3390702911511764,True,0.42184182185466423,42,-1,0.35073219184841775,0.3725335528015174,RandomForestRegressor,0.0
0,66,friedman_mse,7,72,0.7319199864893675,True,0.2811515500017909,42,-1,0.3487954385155363,0.3704799166540253,RandomForestRegressor,0.0
0,60,poisson,11,87,0.2152903549648041,True,0.599341956176286,42,-1,0.35040901781604283,0.3721915870938371,RandomForestRegressor,0.0
0,78,squared_error,5,74,0.691305170515785,True,0.32314818226761854,42,-1,0.35155074208781684,0.373398473694318,RandomForestRegressor,0.0
0,66,squared_error,6,75,0.5680746507009807,True,0.4380455336264177,42,-1,0.3523605182956346,0.37425244107235167,RandomForestRegressor,0.0
0,57,friedman_mse,10,60,0.7060586198075571,True,0.4783243368217749,42,-1,0.35239151387925527,0.37428509566294177,RandomForestRegressor,0.0
0,55,squared_error,13,78,0.3899001125235938,True,0.6300433707063791,42,-1,0.3515631137134106,0.37341153290570006,RandomForestRegressor,0.0
0,53,friedman_mse,11,61,0.30077879829719406,True,0.24986236631877273,42,-1,0.34218313812606244,0.363380686495453,RandomForestRegressor,0.0
0,70,poisson,8,83,0.44658845392599356,True,0.7069737802783289,42,-1,0.35209106301982174,0.37396846331322703,RandomForestRegressor,0.0
0,63,friedman_mse,6,95,0.4726558821176829,True,0.3870318791340712,42,-1,0.3547011370687458,0.3767118828951397,RandomForestRegressor,0.0
0,62,poisson,11,75,0.37128576170284855,True,0.30582762952923487,42,-1,0.3497169577823457,0.37145833954137536,RandomForestRegressor,0.0
0,80,poisson,8,60,0.6584823094229493,True,0.2903180208900997,42,-1,0.35086978977250244,0.372679067697664,RandomForestRegressor,0.0
0,80,friedman_mse,5,75,0.2372860401415341,True,0.587363318785832,42,-1,0.3542408885812834,0.37622927768550274,RandomForestRegressor,0.0
0,62,poisson,15,68,0.5315395493099642,True,0.31957509558457364,42,-1,0.34999981405292363,0.3717581873531371,RandomForestRegressor,0.0
0,62,friedman_mse,14,83,0.5080669824591593,True,0.6898820740922613,42,-1,0.3522847807982969,0.37417263982807253,RandomForestRegressor,0.0
0,70,friedman_mse,11,81,0.7318654635258344,True,0.5821537826772146,42,-1,0.35311597778664955,0.37504766807959894,RandomForestRegressor,0.0
0,63,squared_error,9,80,0.55342147559755,True,0.39987350876269045,42,-1,0.35681630671701803,0.3789238133818019,RandomForestRegressor,0.0
0,73,squared_error,14,95,0.6078690373604883,True,0.47465206945176985,42,-1,0.35296640102047083,0.37489032725910754,RandomForestRegressor,0.0
