period,channel,campaign_id,adset_id,ad_id,ret_orders,orders,users,atc_users,ic_users,impressions,clicks
2024-04-06,Facebook,120203630506630592,120203630506660592,120207033137700592,,,,,,36.0,
2024-04-08,Facebook,23859030790840682,23859030790930682,23859030790900682,,,,,,1026.0,18.0
2024-04-09,Facebook,120207664117560341,120207664117550341,120207664399630341,2.0,51.0,603.0,126.0,98.0,63261.0,584.0
2024-04-05,Facebook,120203630506630592,120203630506660592,120207347910290592,,,,,,9.0,
2024-04-04,Facebook,120203630506630592,120203630506660592,120207033218670592,,,,,,10.0,
2024-04-07,Facebook,120207598978660683,120207606352730683,120207607083780683,,,,,,38.0,
2024-04-02,Facebook,120203630506630592,120203630506660592,120207033137700592,,,,,,81.0,
2024-04-03,Facebook,120207598978660683,120207606352730683,120207607083780683,,,,,,10.0,
2024-04-03,Facebook,23859030790840682,120201741802920683,120208097327310683,,,,,,2756.0,47.0
2024-04-04,Facebook,23859030790840682,23861920362640682,120202284614640683,,,,,,124.0,4.0
2024-04-04,Facebook,120203630506630592,120203630506660592,120207347910290592,,,,,,17.0,
2024-04-05,Facebook,23859030790840682,120201741802920683,120201741802960683,,,,,,85.0,2.0
2024-04-06,Facebook,23859030790840682,120201741802920683,120204834625390683,,,,,,3.0,
2024-04-06,Facebook,120207664117560341,120207664117550341,120207664290510341,,,,,,4.0,
2024-04-08,Facebook,120207598978660683,120207606352730683,120207607083820683,,,,,,15.0,1.0
2024-04-01,Facebook,23859030790840682,120201741802920683,120204834625390683,,,,,,6.0,
2024-04-01,Facebook,120208510961980036,120208510961940036,120208511470700036,,,,,,27.0,
2024-04-01,Facebook,23859030790840682,23859030790930682,23859030790970682,,,,,,6.0,
2024-04-09,Facebook,23859030790840682,23859030790930682,23859030790970682,,,,,,24.0,
2024-04-05,Facebook,120208510961980036,120208510961940036,120208511470700036,,,,,,4.0,
2024-04-11,Facebook,23859030790840682,23859030790930682,23859030790970682,,,,,,18.0,
2024-04-01,Facebook,23859030790840682,23859030790930682,23859030790910682,,,,,,2756.0,28.0
2024-04-01,Facebook,120203630506630592,120203630506660592,120203631867950592,8.0,35.0,774.0,164.0,108.0,147013.0,885.0
2024-04-04,Facebook,120203630506630592,120203630506660592,120203631867950592,4.0,25.0,467.0,101.0,63.0,74850.0,518.0
2024-04-02,Facebook,120203630506630592,120203630506660592,120206151469040592,,,,,,97.0,
2024-04-02,Facebook,23859030790840682,23861920362640682,23861920362630682,,,,,,54.0,1.0
2024-04-04,Facebook,120203630506630592,120203630506660592,120206151469040592,,,,,,188.0,1.0
2024-04-06,Facebook,120208510961980036,120208510961940036,120208510961990036,,,,,,4.0,
2024-04-02,Facebook,120203630506630592,120203630506660592,120203631867950592,5.0,34.0,533.0,127.0,92.0,93580.0,619.0
2024-04-01,Facebook,120203630506630592,120203630506660592,120203631766390592,3.0,12.0,225.0,47.0,32.0,75681.0,280.0
2024-04-06,Facebook,23859030790840682,120201741802920683,120201741802970683,,,,,,73.0,5.0
2024-04-10,Facebook,23859030790840682,23859030790930682,120202376294300683,,,,,,655.0,18.0
2024-04-10,Facebook,23859030790840682,23859030790930682,120203517591390683,,,,,,3.0,
2024-04-01,Facebook,120203630506630592,120203630506660592,120207347852260592,,,,,,78.0,1.0
2024-04-04,Facebook,120207598978660683,120207606352730683,120207607083800683,,,,,,19.0,
2024-04-05,Facebook,120207598978660683,120207606352730683,120207606615120683,,,,,,161.0,
2024-04-06,Facebook,23859030790840682,23859030790930682,23859030790890682,,,,,,33.0,
2024-04-03,Facebook,120203630506630592,120203630506660592,120207033230670592,,,,,,12.0,
2024-04-02,Facebook,120207598978660683,120207598978710683,120207660608900683,,,,,,9.0,
2024-04-07,Facebook,23859030790840682,23859030790930682,120204834856230683,,,,,,5.0,1.0
2024-04-03,Facebook,23859030790840682,23859030790930682,120204834856230683,,,,,,1.0,
2024-04-04,Facebook,23859030790840682,23861920362640682,120200811884710683,,,,,,18.0,1.0
2024-04-10,Facebook,23859030790840682,23859030790930682,120204834856230683,,,,,,7.0,
2024-04-02,Facebook,120207598978660683,120207606352730683,120207607083810683,,,,,,11.0,
2024-04-11,Facebook,120203630506630592,120203630506660592,120207347892420592,,,,,,364.0,5.0
2024-04-05,Facebook,120203630506630592,120203630506660592,120207347892420592,,,,,,1505.0,15.0
2024-04-09,Facebook,120203630506630592,120203630506660592,120207347892420592,,,,,,636.0,1.0
2024-04-11,Facebook,120203630506630592,120203630506660592,120207033209930592,,,,,,90.0,
2024-04-09,Facebook,120203630506630592,120203630506660592,120207347898770592,,,,,,60.0,1.0
2024-04-05,Facebook,120203630506630592,120203630506660592,120207347898770592,,,,,,17.0,
2024-04-11,Facebook,120203630506630592,120203630506660592,120207347898770592,,,,,,8.0,
2024-04-05,Facebook,120203630506630592,120203630506660592,120207033238140592,,,,,,243.0,
2024-04-05,Facebook,120203630506630592,120203630506660592,120207033224060592,,,,,,37.0,1.0
2024-04-03,Facebook,120207598978660683,120207606352730683,120207606615140683,1.0,1.0,35.0,4.0,4.0,1853.0,45.0
2024-04-06,Facebook,120208510961980036,120208510961940036,120208511470700036,,,,,,3.0,
2024-04-05,Facebook,23859030790840682,23859030790930682,23859030790970682,,,,,,42.0,1.0
2024-04-05,Facebook,120207598978660683,120207598978710683,120207605469670683,,,,,,7.0,
2024-04-07,Facebook,23859030790840682,120201741802920683,120201741872690683,0.0,1.0,26.0,6.0,6.0,2121.0,34.0
2024-04-02,Facebook,120203630506630592,120203630506660592,120206151458400592,,,,,,89.0,1.0
2024-04-08,Facebook,120203630506630592,120203630506660592,120206151458400592,,,,,,32.0,
2024-04-10,Facebook,23859030790840682,23859030790930682,120202284638650683,0.0,0.0,12.0,0.0,0.0,796.0,14.0
2024-04-02,Facebook,23859030790840682,23859030790930682,120202376294300683,,,,,,2910.0,65.0
2024-04-03,Facebook,120207598978660683,120207606352730683,120207606615110683,,,,,,147.0,4.0
2024-04-07,Facebook,120207664117560341,120207664117550341,120207664117570341,,,,,,9.0,
2024-04-03,Facebook,120207598978660683,120207598978710683,120207660608920683,,,,,,11.0,
2024-04-02,Facebook,23859030790840682,23859030790930682,120201979124270683,,,,,,6.0,
2024-04-08,Facebook,120207598978660683,120207598978710683,120207658328400683,,,,,,47.0,
2024-04-02,Facebook,23859030790840682,120201741802920683,120202376082920683,,,,,,12.0,
2024-04-11,Facebook,23859030790840682,23859030790930682,120201979124270683,,,,,,22.0,
2024-04-11,Facebook,23859030790840682,23859030790930682,120204835491350683,,,,,,8.0,
2024-04-09,Facebook,23859030790840682,23859030790930682,120201979124270683,,,,,,5.0,
2024-04-10,Facebook,23859030790840682,120201741802920683,120201741888490683,,,,,,781.0,21.0
2024-04-06,Facebook,120203630506630592,120203630506660592,120206151458400592,,,,,,17.0,
2024-04-01,Facebook,120203630506630592,120203630506660592,120207033238140592,,,,,,44.0,
2024-04-04,Facebook,120207598978660683,120207598978710683,120207660608910683,,,,,,2.0,
2024-04-03,Facebook,23859030790840682,23859030790930682,23859030790900682,0.0,1.0,34.0,1.0,1.0,1877.0,32.0
2024-04-02,Facebook,120207598978660683,120207598978710683,120207658328380683,,,,,,13.0,
2024-04-10,Facebook,23859030790840682,120201741802920683,120208097327310683,0.0,1.0,64.0,3.0,3.0,2708.0,74.0
2024-04-05,Facebook,23859030790840682,23859030790930682,120200811888030683,,,,,,8.0,
2024-04-08,Facebook,120203630506630592,120203630506660592,120207033218670592,,,,,,13.0,
2024-04-01,Facebook,120207598978660683,120207606352730683,120207607083780683,,,,,,41.0,2.0
2024-04-04,Facebook,120207598978660683,120207598978710683,120207604702110683,,,,,,7.0,1.0
2024-04-07,Facebook,23859030790840682,23859030790930682,23859030790900682,,,,,,2266.0,45.0
2024-04-01,Facebook,23859030790840682,23861920362640682,120203517566840683,,,,,,28.0,2.0
2024-04-06,Facebook,23859030790840682,120201741802920683,120208097717820683,,,,,,289.0,8.0
2024-04-01,Facebook,120207664117560341,120207664117550341,120207664399630341,0.0,63.0,1566.0,256.0,184.0,189221.0,1597.0
2024-04-05,Facebook,120208510961980036,120208510961940036,120208511814890036,,,,,,1.0,
2024-04-04,Facebook,120207598978660683,120207598978710683,120207604702120683,,,,,,4.0,
2024-04-02,Facebook,120207598978660683,120207598978710683,120207605469690683,,,,,,21.0,2.0
2024-04-08,Facebook,120207598978660683,120207598978710683,120207605469690683,,,,,,1.0,
2024-04-05,Facebook,120203630506630592,120203630506660592,120203631766390592,2.0,8.0,199.0,34.0,20.0,56150.0,258.0
2024-04-10,Facebook,120207598978660683,120207606352730683,120207606615110683,,,,,,84.0,3.0
2024-04-10,Facebook,120207598978660683,120207606352730683,120207607083810683,,,,,,9.0,
2024-04-11,Facebook,120203630506630592,120203630506660592,120206151444290592,,,,,,18.0,
2024-04-05,Facebook,120203630506630592,120203630506660592,120207347852260592,,,,,,268.0,
2024-04-10,Facebook,23859030790840682,23859030790930682,120204834856260683,,,,,,7.0,
2024-04-03,Facebook,23859030790840682,23859030790930682,120204834856260683,,,,,,2.0,
2024-04-05,Facebook,120208510961980036,120208510961940036,120208512177820036,,,,,,1.0,
2024-04-03,Facebook,23859030790840682,23859030790930682,23859030790890682,,,,,,281.0,13.0
2024-04-08,Facebook,23859030790840682,23859030790930682,120201038371050683,,,,,,9.0,
2024-04-02,Facebook,23859030790840682,23859030790930682,120201038371050683,,,,,,17.0,1.0
2024-04-03,Facebook,23859030790840682,23861920362640682,120204834707940683,,,,,,4.0,
2024-04-03,Facebook,120203630506630592,120203630506660592,120203631867950592,5.0,29.0,450.0,105.0,69.0,73393.0,497.0
2024-04-04,Facebook,23859030790840682,23859030790930682,23859030790970682,,,,,,14.0,
2024-04-02,Facebook,120208510961980036,120208510961940036,120208511470700036,,,,,,9.0,
2024-04-02,Facebook,23859030790840682,120201741802920683,120201979117570683,,,,,,4.0,
2024-04-01,Facebook,120207598978660683,120207598978710683,120207605469670683,,,,,,3.0,
2024-04-09,Facebook,120207598978660683,120207606352730683,120207606615130683,,,,,,90.0,2.0
2024-04-09,Facebook,120203630506630592,120203630506660592,120207347852260592,,,,,,1173.0,
2024-04-01,Facebook,120203630506630592,120203630506660592,120206151444290592,,,,,,8.0,
2024-04-03,Facebook,120207598978660683,120207606352730683,120207607083810683,,,,,,21.0,1.0
2024-04-09,Facebook,120203630506630592,120203630506660592,120206151444290592,,,,,,20.0,1.0
2024-04-02,Facebook,120207664117560341,120207664117550341,120207664184850341,,,,,,4.0,
2024-04-02,Facebook,23859030790840682,120201741802920683,120201741872690683,0.0,1.0,39.0,3.0,3.0,2628.0,48.0
2024-04-06,Facebook,23859030790840682,120201741802920683,120201741802960683,,,,,,3.0,
2024-04-11,Facebook,120203630506630592,120203630506660592,120203630506670592,,,,,,98.0,2.0
2024-04-03,Facebook,120207598978660683,120207606352730683,120207607083830683,,,,,,4.0,
2024-04-08,Facebook,120207598978660683,120207606352730683,120207606615100683,,,,,,144.0,2.0
2024-04-07,Facebook,120207598978660683,120207606352730683,120207606615100683,,,,,,14.0,
2024-04-06,Facebook,120203630506630592,120203630506660592,120207347898770592,,,,,,6.0,
2024-04-06,Facebook,120203630506630592,120203630506660592,120207033224060592,,,,,,13.0,
2024-04-06,Facebook,120203630506630592,120203630506660592,120207033238140592,,,,,,92.0,
2024-04-06,Facebook,120203630506630592,120203630506660592,120207347892420592,,,,,,827.0,3.0
2024-04-07,Facebook,120203630506630592,120203630506660592,120203631766390592,0.0,11.0,139.0,26.0,20.0,30016.0,162.0
2024-04-07,Facebook,120203630506630592,120203630506660592,120207347852260592,,,,,,234.0,1.0
2024-04-09,Facebook,23859030790840682,23859030790930682,120202376294300683,,,,,,1023.0,28.0
2024-04-03,Facebook,120207598978660683,120207598978710683,120207604702120683,,,,,,1.0,
2024-04-03,Facebook,23859030790840682,23861920362640682,120201038313190683,,,,,,12.0,
2024-04-01,Facebook,23859030790840682,120201741802920683,120201741882810683,,,,,,612.0,14.0
2024-04-05,Facebook,23859030790840682,120201741802920683,120203517272330683,,,,,,128.0,2.0
2024-04-09,Facebook,23859030790840682,23859030790930682,23859030790960682,1.0,1.0,31.0,2.0,2.0,1557.0,35.0
2024-04-10,Facebook,23859030790840682,23859030790930682,120201038371050683,,,,,,17.0,1.0
2024-04-10,Facebook,120207664117560341,120207664117550341,120207664184850341,,,,,,3.0,
2024-04-05,Facebook,120207598978660683,120207598978710683,120208776940630683,,,,,,45.0,1.0
2024-04-07,Facebook,120208510961980036,120208510961940036,120208512177820036,,,,,,9.0,
2024-04-05,Facebook,120207598978660683,120207598978710683,120208776023920683,,,,,,5.0,
2024-04-07,Facebook,120203630506630592,120203630506660592,120206151469040592,,,,,,83.0,
2024-04-03,Facebook,23859030790840682,23861920362640682,23861920362580682,,,,,,2.0,
2024-04-04,Facebook,23859030790840682,120201741802920683,120201979117570683,,,,,,10.0,
2024-04-03,Facebook,120207598978660683,120207606352730683,120207606615130683,,,,,,14.0,
2024-04-06,Facebook,23859030790840682,23859030790930682,120204835491350683,,,,,,3.0,
2024-04-07,Facebook,23859030790840682,23859030790930682,120202284638650683,0.0,0.0,38.0,1.0,1.0,1202.0,34.0
2024-04-05,Facebook,23859030790840682,23859030790930682,120202284638650683,,,,,,1119.0,31.0
2024-04-01,Facebook,23859030790840682,120201741802920683,120203517272330683,,,,,,5.0,1.0
2024-04-08,Facebook,120207598978660683,120207606352730683,120207607083800683,,,,,,22.0,1.0
2024-04-07,Facebook,120207598978660683,120207606352730683,120207607083800683,,,,,,191.0,2.0
2024-04-09,Facebook,120203630506630592,120203630506660592,120207033230670592,,,,,,6.0,
2024-04-05,Facebook,120203630506630592,120203630506660592,120207033230670592,,,,,,8.0,
2024-04-08,Facebook,23859030790840682,23859030790930682,23859030790960682,,,,,,1959.0,36.0
2024-04-01,Facebook,23859030790840682,23859030790980682,23859030790950682,,,,,,207.0,9.0
2024-04-01,Facebook,120208510961980036,120208510961940036,120208511511140036,5.0,43.0,830.0,123.0,91.0,99906.0,883.0
2024-04-09,Facebook,120208510961980036,120208510961940036,120208511511140036,0.0,13.0,453.0,57.0,30.0,56943.0,502.0
2024-04-07,Facebook,120207598978660683,120207598978710683,120208776940630683,,,,,,103.0,1.0
2024-04-08,Facebook,120208510961980036,120208510961940036,120208512177820036,,,,,,3.0,
2024-04-07,Facebook,120207598978660683,120207598978710683,120208776023920683,,,,,,1.0,
2024-04-05,Facebook,120207598978660683,120207606352730683,120207606615140683,,,,,,1441.0,41.0
2024-04-04,Facebook,120203630506630592,120203630506660592,120206151447830592,,,,,,86.0,
2024-04-01,Facebook,23859030790840682,23859030790930682,120202284638650683,0.0,1.0,32.0,5.0,5.0,1391.0,33.0
2024-04-02,Facebook,120203630506630592,120203630506660592,120207033238140592,,,,,,56.0,
2024-04-09,Facebook,120203630506630592,120203630506660592,120207033209930592,,,,,,237.0,1.0
2024-04-03,Facebook,23859030790840682,120201741802920683,120201741872690683,1.0,1.0,20.0,2.0,2.0,1394.0,27.0
2024-04-07,Facebook,120203630506630592,120203630506660592,120206151458400592,,,,,,15.0,
2024-04-10,Facebook,23859030790840682,120201741802920683,120201741872690683,,,,,,905.0,17.0
2024-04-03,Facebook,120203630506630592,120203630506660592,120206151429770592,,,,,,46.0,
2024-04-01,Facebook,120207598978660683,120207606352730683,120207607083790683,,,,,,222.0,6.0
2024-04-09,Facebook,120207598978660683,120207606352730683,120207607083790683,,,,,,4.0,
2024-04-06,Facebook,120203630506630592,120203630506660592,120206151447830592,,,,,,31.0,
2024-04-07,Facebook,120207598978660683,120207606352730683,120207606615120683,,,,,,264.0,1.0
2024-04-01,Facebook,23859030790840682,120201741802920683,120201741888490683,,,,,,2673.0,69.0
2024-04-04,Facebook,120207598978660683,120207598978710683,120207658328400683,,,,,,87.0,3.0
2024-04-05,Facebook,23859030790840682,23859030790930682,120201979124270683,,,,,,53.0,
2024-04-03,Facebook,23859030790840682,23859030790980682,23859030790830682,,,,,,29.0,
2024-04-06,Facebook,23859030790840682,120201741802920683,120203517272330683,,,,,,7.0,1.0
2024-04-10,Facebook,23859030790840682,120201741802920683,120204834625400683,,,,,,5.0,
2024-04-03,Facebook,23859030790840682,120201741802920683,120204834625400683,,,,,,1.0,
2024-04-04,Facebook,120207664117560341,120207664117550341,120207664399630341,1.0,56.0,898.0,137.0,100.0,114053.0,882.0
2024-04-10,Facebook,23859030790840682,23859030790930682,120204835491340683,,,,,,21.0,
2024-04-10,Facebook,23859030790840682,23859030790930682,120204834856250683,,,,,,5.0,
2024-04-05,Facebook,23859030790840682,120201741802920683,120208097327310683,,,,,,312.0,18.0
2024-04-02,Facebook,120203630506630592,120203630506660592,120207347910290592,,,,,,31.0,
2024-04-05,Facebook,120207598978660683,120207606352730683,120207607083780683,,,,,,23.0,
2024-04-01,Facebook,120207598978660683,120207598978710683,120207658328390683,2.0,8.0,389.0,33.0,32.0,8889.0,412.0
2024-04-02,Facebook,23859030790840682,23859030790930682,23859030790910682,1.0,0.0,38.0,2.0,2.0,2403.0,44.0
2024-04-10,Facebook,120207598978660683,120207606352730683,120207607083820683,,,,,,9.0,
2024-04-04,Facebook,23859030790840682,120201741802920683,120204834625390683,,,,,,8.0,
2024-04-03,Facebook,120207598978660683,120207606352730683,120207607083820683,,,,,,17.0,
2024-04-08,Facebook,23859030790840682,120201741802920683,120204834625390683,,,,,,1.0,
2024-04-08,Facebook,120207664117560341,120207664117550341,120207664290510341,,,,,,3.0,
2024-04-10,Facebook,23859030790840682,120201741802920683,120204834625390683,,,,,,2.0,
2024-04-05,Facebook,120207598978660683,120207598978710683,120207660608920683,,,,,,17.0,
2024-04-05,Facebook,23859030790840682,120201741802920683,120201741882810683,,,,,,1375.0,38.0
2024-04-04,Facebook,120207598978660683,120207598978710683,120207604702090683,1.0,4.0,198.0,8.0,8.0,3555.0,216.0
2024-04-03,Facebook,23859030790840682,23861920362640682,120201172455720683,,,,,,26.0,
2024-04-04,Facebook,120207598978660683,120207598978710683,120207605469670683,,,,,,7.0,
2024-04-02,Facebook,120207598978660683,120207598978710683,120207605469670683,,,,,,15.0,
2024-04-06,Facebook,120207598978660683,120207598978710683,120207605469670683,,,,,,9.0,
2024-04-02,Facebook,23859030790840682,23861920362640682,120201172455720683,,,,,,40.0,1.0
2024-04-09,Facebook,23859030790840682,23859030790930682,120204834856230683,,,,,,5.0,
2024-04-06,Facebook,23859030790840682,23859030790930682,120200580263050683,,,,,,13.0,
2024-04-02,Facebook,120203630506630592,120203630506660592,120206151444290592,,,,,,22.0,
2024-04-04,Facebook,120207664117560341,120207664117550341,120207664117570341,,,,,,5.0,1.0
2024-04-10,Facebook,120207598978660683,120207598978710683,120208776602150683,,,,,,5.0,
2024-04-01,Facebook,23859030790840682,23859030790930682,23859030790900682,0.0,0.0,50.0,4.0,4.0,2086.0,54.0
2024-04-09,Facebook,23859030790840682,23859030790930682,23859030790900682,,,,,,614.0,11.0
2024-04-08,Facebook,23859030790840682,120201741802920683,120208097327310683,,,,,,19.0,
2024-04-09,Facebook,120203630506630592,120203630506660592,120207033137700592,,,,,,54.0,
2024-04-09,Facebook,120203630506630592,120203630506660592,120207347910290592,,,,,,3.0,
2024-04-09,Facebook,120203630506630592,120203630506660592,120207033218670592,,,,,,9.0,
2024-04-11,Facebook,23859030790840682,23859030790930682,120204834856230683,,,,,,8.0,
2024-04-05,Facebook,23859030790840682,23859030790930682,120204834856230683,,,,,,26.0,
2024-04-02,Facebook,120207598978660683,120207598978710683,120207605469700683,1.0,1.0,128.0,7.0,7.0,3492.0,132.0
2024-04-02,Facebook,120207598978660683,120207598978710683,120208097206700683,0.0,2.0,311.0,15.0,16.0,6789.0,330.0
2024-04-04,Facebook,120207598978660683,120207598978710683,120207605469700683,0.0,1.0,121.0,6.0,5.0,3797.0,132.0
2024-04-10,Facebook,23859030790840682,23859030790930682,120204834856240683,,,,,,7.0,1.0
2024-04-08,Facebook,120207598978660683,120207598978710683,120207605469700683,,,,,,28.0,1.0
2024-04-06,Facebook,120203630506630592,120203630506660592,120207033209930592,,,,,,141.0,2.0
2024-04-05,Facebook,120203630506630592,120203630506660592,120207033218670592,,,,,,19.0,
2024-04-09,Facebook,120203630506630592,120203630506660592,120203631867950592,1.0,5.0,288.0,49.0,33.0,41729.0,317.0
2024-04-01,Facebook,120207598978660683,120207606352730683,120207607083820683,,,,,,96.0,2.0
2024-04-06,Facebook,120203630506630592,120203630506660592,120206151444290592,,,,,,5.0,
2024-04-04,Facebook,23859030790840682,120201741802920683,120201741802970683,,,,,,1.0,
2024-04-06,Facebook,120203630506630592,120203630506660592,120207347852260592,,,,,,307.0,
2024-04-05,Facebook,120207664117560341,120207664117550341,120207664117570341,,,,,,2.0,
2024-04-05,Facebook,120207598978660683,120207606352730683,120207606615110683,,,,,,173.0,6.0
2024-04-07,Facebook,120207598978660683,120207598978710683,120207660608900683,,,,,,1.0,
2024-04-10,Facebook,120207598978660683,120207598978710683,120207605469710683,,,,,,7.0,
2024-04-05,Facebook,120207598978660683,120207598978710683,120207605469690683,,,,,,16.0,
2024-04-04,Facebook,23859030790840682,120201741802920683,120201741882810683,,,,,,1457.0,30.0
